time,X_value,Y_value,Z_value
Started:,Oct 20 2018,19:06:58:612, 
0.0150,0.00721,-0.02102,-0.03275
0.0394,0.02676,0.02052,-0.02298
0.0577,0.01393,-0.07416,0.01673
0.0743,-0.04471,-0.12242,0.01917
0.0951,-0.03249,0.04862,-0.02359
0.1212,-0.00134,0.05962,-0.03458
0.1363,-0.03127,-0.03751,0.01978
0.1601,-0.05632,0.14270,-0.02420
0.1864,-0.04716,-0.05339,0.03139
0.1979,-0.03799,-0.04789,0.04300
0.2151,-0.00989,0.03457,-0.00282
0.2370,-0.00745,-0.01491,0.01306
0.2551,-0.03372,-0.05156,0.01184
0.2759,-0.01417,-0.03995,0.02711
0.2998,0.02920,0.02052,-0.02298
0.3209,-0.03494,-0.04484,0.03322
0.3369,0.03959,0.10421,-0.03336
0.3569,-0.00745,-0.01674,0.00451
0.3744,-0.02089,-0.02957,0.02100
0.3948,0.04203,0.09505,-0.04863
0.4193,-0.09786,-0.12364,0.04238
0.4389,-0.00623,0.03824,-0.02053
0.4605,-0.00134,0.03824,0.00390
0.4789,-0.01172,0.02663,0.01001
0.4958,0.04509,0.04618,-0.01076
0.5173,0.01332,-0.01430,0.01306
0.5419,-0.00562,-0.04362,0.02100
0.5581,0.02737,0.11582,-0.01137
0.5782,0.02065,0.00036,0.01306
0.6186,-0.02150,-0.06866,0.03872
0.6188,0.02309,0.05412,-0.02237
0.6375,-0.04227,-0.10348,0.03811
0.6591,0.00782,0.04129,0.00085
0.6769,-0.01417,0.01564,-0.01870
0.6970,-0.02333,-0.03262,0.00512
0.7193,0.00966,0.03152,0.00024
0.7559,0.00171,-0.07294,0.01917
0.7688,0.04509,0.03702,-0.01992
0.7820,0.00171,-0.05584,0.01490
0.7970,0.03165,-0.07477,0.02772
0.8167,0.05914,0.06389,-0.03825
0.8393,0.05058,-0.02712,0.00695
0.8565,0.02004,-0.01918,-0.00648
0.8938,-0.00562,-0.04606,-0.00343
0.9066,0.08418,0.06206,-0.05352
0.9169,0.00477,-0.03201,-0.00587
0.9366,-0.05143,-0.14258,0.04422
0.9593,0.04936,0.09627,-0.04375
0.9767,-0.02639,-0.05156,0.00085
0.9969,0.02187,-0.00513,-0.02298
1.0379,-0.09236,-0.20366,0.05827
1.0382,-0.02150,0.12376,-0.03092
1.0563,-0.00806,-0.03079,0.04238
1.0800,-0.00439,-0.04240,0.04116
1.0963,-0.00501,0.12376,-0.03336
1.1173,-0.00501,-0.09432,0.03628
1.1387,0.04814,-0.00941,0.00024
1.1657,-0.02516,-0.12609,-0.00099
1.1848,0.04020,0.15125,-0.05047
1.1987,-0.00867,-0.09188,0.05766
1.2175,0.01821,-0.01735,-0.00526
1.2365,0.05791,0.00892,0.00695
1.2617,-0.01600,-0.04728,-0.00343
1.2763,0.03104,0.11337,-0.07551
1.3081,-0.05876,0.07367,-0.01198
1.3200,0.01637,0.10299,-0.04924
1.3368,-0.05693,-0.23482,0.08820
1.3568,0.06524,0.17568,-0.06391
1.3786,0.04081,0.18301,-0.04924
1.3967,-0.08869,-0.33806,0.13340
1.4162,0.11900,0.25632,-0.09262
1.4470,-0.04716,-0.16152,0.04361
1.4777,-0.09908,-0.16823,0.05216
1.4786,0.05181,0.15858,-0.06635
1.4983,-0.04777,-0.17312,0.05155
