time,X_value,Y_value,Z_value
Started:,Oct 18 2018,18:15:05:126, 
0.0239,1.26418,10.02722,-1.79810
0.0407,0.41900,8.77023,-2.02556
0.0595,0.53153,9.34007,-1.70712
0.0819,1.15165,8.76065,0.56744
0.0995,-0.43815,9.41189,-0.14605
0.1210,-0.07662,10.83409,0.86912
0.1441,1.05109,9.76146,-0.65843
0.1600,-0.37351,8.91867,0.86673
0.1796,0.44534,9.82610,-0.60815
0.2023,0.30647,9.87399,-0.56026
0.2193,-0.03113,11.06634,-1.74782
0.2417,0.46688,9.82850,-2.91383
0.2625,0.45491,9.90272,-0.92658
0.2809,0.36393,9.87638,0.02155
0.3006,-0.04549,9.84286,0.41660
0.3227,0.39266,9.88596,1.47008
0.3400,0.61533,10.14933,0.94813
0.3596,0.48604,10.65213,-0.19154
0.3821,0.22985,10.38636,-2.39667
0.4003,0.99602,8.96177,-0.24422
0.4217,-0.22985,10.12299,-0.78053
0.4459,0.84757,9.70878,-0.04549
0.4634,0.43097,9.24669,-1.46290
0.4802,0.08859,9.57710,0.47646
0.5019,-0.20591,8.94262,0.93377
0.5221,0.28252,8.70558,3.01679
0.5400,0.03113,9.52921,0.41660
0.5637,-0.86194,9.93145,-0.88828
0.5813,1.34798,9.52921,-1.77176
0.6007,1.10615,9.30655,-1.85556
0.6315,-0.21309,9.90272,-2.48526
0.6398,0.51477,9.16768,-0.88828
0.6597,-0.00239,10.23553,-0.17957
0.6818,0.04070,10.00807,0.53392
0.6999,0.05746,9.93385,0.25858
0.7200,-0.30168,10.45340,1.48924
0.7423,0.77096,9.83808,0.67040
0.7718,-0.99123,9.45499,2.40385
0.7808,0.56984,9.70878,-0.19154
0.8064,0.52195,9.43823,-0.21309
0.8200,-0.88349,11.38238,-1.13489
0.8399,1.51318,10.63537,-1.67360
0.8622,0.91940,10.36721,-0.96729
0.8800,-0.58660,10.61861,-2.15245
0.9064,0.94574,9.80216,-0.51477
0.9222,-0.49801,9.68245,0.54589
0.9397,0.24182,9.08148,-0.73744
0.9603,1.15643,8.81333,0.30647
0.9815,0.22027,9.38556,0.31844
0.9997,-0.26816,9.95539,0.04310
1.0199,-0.22267,8.24349,-0.27534
1.0424,0.83560,9.11261,-0.17957
1.0598,0.23943,10.77424,-0.83081
1.0797,-0.08859,10.69762,0.17478
1.1024,0.92419,10.51087,-0.56505
1.1200,-0.91461,10.37679,0.10295
1.1424,0.17957,10.17327,0.58181
1.1629,-0.01676,10.20440,0.90264
1.1811,-0.58181,10.11342,1.23545
1.2011,0.17718,9.66329,0.97686
1.2227,0.44773,9.67287,0.44055
1.2405,-0.80687,9.43823,1.12770
1.2605,-0.29210,10.16848,0.45012
1.2838,0.41660,9.86920,-1.37431
1.3027,0.13887,9.21078,-0.65364
1.3320,0.20112,8.55714,-1.22826
1.3427,1.41262,10.61861,-1.20671
1.3623,0.39266,9.39035,-1.08221
1.3805,-0.39266,9.36640,-0.07901
1.4045,0.75899,10.04159,1.30967
1.4248,-0.05746,9.15571,1.76458
1.4651,-0.39027,8.77023,2.15006
1.4793,1.13967,8.63375,0.67279
1.4825,-0.63927,10.76705,0.30168
1.5043,-0.62012,10.69762,1.35516
1.5229,0.52913,10.59467,-0.67279
1.5404,-0.65843,11.02564,-1.30967
1.5607,0.16760,11.03042,-1.97767
1.5932,-0.42139,11.58829,-1.61614
1.6107,0.45491,9.47654,-0.24422
1.6207,-0.72547,8.74868,-1.54431
1.6428,0.19394,8.96656,0.38308
1.6604,0.32562,10.09905,-1.20671
1.6805,-0.62251,9.17965,0.46688
1.7026,0.74223,8.68164,1.00081
1.7221,0.72068,9.20120,-0.27295
1.7551,-1.21629,10.35045,-0.42618
1.7630,1.17080,10.16130,-1.92979
1.7805,-0.96010,11.71040,-0.98884
1.8003,0.30168,9.79737,-1.13010
1.8250,0.57463,8.50446,-2.01359
1.8415,0.72068,10.88437,-1.24981
1.8620,0.21548,8.82290,-1.62332
1.8934,1.26418,10.66410,-0.22267
