0.384951376,0.286954792,0.581073336,0.586025459,1
0.41140462,0.281083454,0.640747849,0,1
0.41140462,0.316702448,0.640747849,0.336759513,1
0.416959374,0.317120849,0.960618681,0.695912963,1
0.686453137,0.330530272,0.585493328,1,1
0.469368661,0.255945073,0.846091617,0.999755188,1
0.464140029,0.250080594,0.518585871,0.640234774,1
0.510844868,0.268936094,0.327104615,0.616006023,1
0.468716419,0.284437524,0.856540322,0.708027339,1
0.457938379,0.331785477,0.204139536,0.984337123,1
0.489941031,0.221169741,0.615029317,0.695912963,1
0.474918069,0.302874624,0.46292938,0.695912963,1
0.46904254,0.341840829,0.557363815,0.667278612,1
0.495495784,0.307065497,0.801888336,0.506363331,1
0.455324063,0.258880742,0.619851279,0.81522293,1
0.447160339,0.294492877,0.742415228,0.749877977,1
0.415152341,0.274382172,0.205947143,0.732746227,1
0.465123739,0.273963771,1,0.586025459,1
0.498104754,0.346031702,0.354430189,0,1
0.491250862,0.353151386,0.306811421,0.336759513,1
0.439322737,0.253853066,0.28591569,0.695912963,1
0.686453137,0.278154644,0.217802323,1,1
0.686453137,0.320893321,0.172995667,0.999755188,1
0.442915417,0.280246651,0.339964301,0.640234774,1
0.396542046,0.273963771,0.288527237,0.616006023,1
0.415152341,0.333459082,0.26341208,0.708027339,1
0.452383626,0.319212857,0.289129773,0.984337123,1
0.438670495,0.279409848,0.424553406,0.695912963,1
0.397846531,0.29575494,0.241109035,0.695912963,1
0.42201158,0.323822131,0.174402143,0.667278612,1
0.453035868,0.2706097,0.129395761,0.506363331,1
0.434425572,0.267262489,0.219811334,0.81522293,1
0.396542046,0.289465201,0.351818642,0.749877977,1
0.40862457,0.317957652,0.375728728,0.732746227,1
0.460221228,0.258043939,0.366083964,0.586025459,1
0.457938379,0.31125637,0.256178297,0,1
0.431811256,0.38248064,0.182640431,0.336759513,1
0.41580993,0.227452621,0.270042488,0.695912963,1
0.421033216,0.247144925,0.190677315,1,1
0.493859832,0.322148526,0.277878806,0.999755188,1
0.466102103,0.337649956,0.316857316,0.640234774,1
0.384454175,0.241280446,0.422141586,0.616006023,1
0.439648858,0.300782616,0.236889608,0.708027339,1
0.481451186,0.336813153,0.416515683,0.984337123,1
0.467732709,0.290720405,0.180831986,0.695912963,1
0.422337701,0.218659332,0.322483218,0.695912963,1
0.405358012,0.273126968,0.347197245,0.667278612,1
0.462835544,0.273126968,0.411493155,0.506363331,1
0.455324063,0.287373194,0.409484144,0.81522293,1
0.389030565,0.282345517,0.311633383,0.749877977,1
0.411891129,0.224523811,0.250954364,0.732746227,1
0.430175304,0.245052917,0.356440039,0.586025459,1
0.432137377,0.3079023,0.338958956,0,1
0.480146701,0.296591743,0.427566923,0.336759513,1
0.477532385,0.291564067,0.405264717,0.695912963,1
0.389030565,-0.019870639,0.279887818,1,1
0.41580993,-0.019870639,0.26220617,0.999755188,1
0.466754345,0.331284767,0.316054215,0.640234774,1
0.471982978,0.340921718,0.389793485,0.616006023,1
0.410255177,0.347204598,0.288326672,0.708027339,1
0.430506771,0.234496855,0.230460604,0.984337123,1
0.485696108,0.262570905,0.273056005,0.695912963,1
0.483739381,0.330022703,0.343379788,0.695912963,1
0.396210578,0.339659654,0.392405031,0.667278612,1
0.408950692,0.275555068,0.283303304,0.506363331,1
0.427566334,0.308238393,0.201527151,0.81522293,1
0.490267152,0.223179439,0.41089062,0.749877977,1
