time,X_value,Y_value,Z_value
Started:,Oct 02 2018,13:16:58:682, 
0.0245,-0.10987,-0.0603,0.13259
0.0401,0.1754,0.15594,-0.11114
0.0605,-0.13064,-0.02609,0.00003
0.0846,0.11737,-0.20996,0.03852
0.1016,-0.13919,-0.01327,0.04279
0.1276,-0.03168,0.1816,0.02569
0.1447,-0.08605,0.01239,-0.00424
0.1612,-0.06406,-0.17453,0.09044
0.1825,-0.18073,0.00567,0.03058
0.2046,-0.02618,0.14739,-0.00546
0.2224,-0.09093,0.03683,-0.05067
0.2458,-0.25831,-0.19286,0.0373
0.2753,-0.1001,0.11074,-0.00913
0.2825,-0.08666,0.17732,-0.03906
0.3009,0.04101,-0.0548,-0.05006
0.3241,-0.14897,-0.23684,0.04524
0.3412,-0.18623,0.06676,0.01103
0.3616,-0.09338,0.14251,-0.0073
0.3847,-0.04023,-0.13788,0.00431
0.4089,-0.1563,-0.10551,0.05012
0.4281,-0.19661,0.02522,0.01347
0.4445,0.00436,-0.09207,0.01042
0.4621,0.10088,-0.16965,-0.01157
0.4823,-0.22166,0.02216,0.02019
0.5061,-0.20822,0.01667,-0.04334
0.524,0.15647,-0.1556,-0.00852
0.5514,-0.02252,-0.17881,0.00981
0.5659,0.07278,-0.12261,0.00309
0.5831,-0.07749,-0.01327,0.0263
0.6039,-0.07688,0.02339,-0.05861
0.6261,-0.1905,-0.09329,0.03974
0.6436,0.0233,-0.23012,0.00125
0.6677,-0.10743,-0.06397,-0.0073
0.6917,0.13631,-0.01999,-0.08121
0.7042,-0.25342,-0.06458,-0.04456
0.7239,0.25115,-0.0322,0.04035
0.746,-0.24426,-0.05603,-0.10992
0.7659,0.21083,-0.06702,0.08067
0.7858,0.02635,-0.03281,-0.11909
0.8077,0.03002,0.03683,0.00492
0.8302,0.1131,0.0637,-0.10687
0.8464,-0.07383,-0.05297,-0.04945
0.8659,0.33667,-0.08901,-0.01768
0.8833,0.06117,-0.05114,-0.20644
0.9037,0.20473,-0.0829,0.07945
0.9274,0.085,-0.03098,-0.11359
0.9459,0.2316,-0.08474,-0.02623
0.9827,0.20045,-0.04014,-0.04578
0.9875,0.13264,-0.06702,-0.00119
1.0051,0.24871,0.11013,-0.04823
1.0252,-0.00541,0.00323,-0.02379
1.0487,0.28047,-0.111,-0.00119
1.0661,-0.05306,0.0973,-0.01218
1.0854,0.32873,-0.00838,-0.0073
1.1197,-0.02985,-0.11895,-0.05556
1.133,0.26276,-0.04992,0.0208
1.1453,0.00619,-0.01937,-0.07877
1.1675,0.24626,-0.14155,-0.00485
1.1853,0.01291,0.01483,-0.04395
1.2053,0.31346,-0.0432,-0.07144
1.2281,-0.07688,-0.11345,-0.00302
1.2606,0.28292,0.00689,-0.03112
1.2753,0.10943,-0.08107,-0.05067
1.2877,0.27925,-0.1275,0.00248
1.3053,-0.09765,-0.15071,0.01103
1.3254,0.23893,-0.05053,-0.00485
1.3474,-0.24243,-0.03587,-0.00791
1.3655,0.23099,-0.02548,0.09105
1.3943,0.01475,-0.08168,-0.20644
1.4084,-0.19539,-0.05603,-0.00424
1.425,0.03124,0.02644,0.02997
1.445,0.05751,-0.28449,-0.10992
1.4673,0.06972,0.07409,-0.0018
1.4847,0.00864,-0.09573,-0.06777
1.505,-0.12575,-0.01815,0.0318
1.5386,0.03429,-0.01754,-0.03418
1.5488,0.06423,-0.01265,-0.02135
1.5649,-0.09887,-0.0713,0.02325
1.5876,0.04101,0.02461,-0.02013
1.606,-0.00175,0.02278,-0.02257
1.627,-0.1508,-0.11345,0.02874
1.6492,0.00986,-0.07741,-0.02379
1.6975,0.05201,-0.02976,-0.00119
1.6978,0.00375,-0.08168,0.00492
1.7134,-0.01824,-0.03403,-0.02257
1.725,0.09905,-0.10245,0.01958
1.7452,-0.10926,-0.0939,-0.00913
1.767,0.04468,-0.01876,0.00675
1.7853,0.02391,-0.02976,-0.00119
1.8133,-0.04329,-0.05236,-0.00302
1.8332,-0.05306,-0.11406,0.00614
1.8451,0.04834,-0.10734,0.02019
1.8646,-0.15569,-0.04137,0.03424
