time,X_value,Y_value,Z_value
Started:,Oct 03 2018,23:33:00:747, 
0.0199,-0.04349,-0.07081,-0.0023
0.0417,0.00049,0.00616,-0.02246
0.0637,-0.02089,0.0306,0.00259
0.0818,0.01332,-0.05615,0.0087
0.1017,-0.04899,-0.06226,0.00198
0.1194,0.00843,0.00127,-0.02307
0.1403,0.01943,0.01777,0.00564
0.162,0.00416,-0.03049,-0.01879
0.1806,0.02554,-0.03904,-0.0194
0.2036,0.05852,-0.04088,-0.0078
0.2233,0.01515,-0.00056,0.0032
0.2408,0.06219,-0.09036,0.0087
0.2623,0.00294,0.02265,-0.00841
0.2829,-0.02272,0.05381,0.01114
0.3007,0.03348,-0.01155,0.02214
0.3241,-0.02639,-0.02377,-0.00291
0.3507,0.02554,-0.03171,0.00503
0.3677,-0.03188,-0.04149,0.02214
0.3818,0.05791,-0.0421,0.00992
0.4032,-0.03433,-0.0537,0.01297
0.4225,0.0457,-0.04149,0.00625
0.4427,-0.01906,-0.04088,0.00992
0.4647,0.06708,-0.00545,-0.01451
0.4872,-0.05204,0.02571,0.00931
0.5019,0.0738,-0.00789,-0.00474
0.5259,-0.03372,-0.014,0.00625
0.5422,0.02371,0.06297,-0.0139
0.5666,0.00721,0.04587,-0.01024
0.5877,-0.00501,-0.0702,-0.00169
0.6055,0.05242,-0.09891,-0.02734
0.6548,0.03165,-0.1038,-0.02062
0.6552,0.02065,-0.04943,-0.03223
0.6756,-0.01234,-0.03721,-0.01513
0.6865,0.01454,-0.05432,-0.00596
0.7081,0.01332,0.02143,-0.02612
0.7255,-0.00439,-0.04515,-0.01207
0.7468,-0.01783,-0.37319,0.06734
0.7772,-0.14428,-0.26323,-0.08721
0.791,0.15382,0.42521,-0.10004
0.8067,-0.05204,0.74592,0.0368
0.8307,0.15932,0.24379,0.07589
0.8477,0.05486,0.38917,-0.04933
0.8694,-0.13512,-0.05248,0.07528
0.8911,0.07929,-0.23757,0.00259
0.9286,-0.18582,-0.79102,0.06001
0.9442,0.27416,0.19858,-0.20755
0.9522,-0.13817,0.95178,0.00625
0.9974,-0.32388,0.70438,0.19013
0.9975,0.24362,-0.36769,-0.02246
1.0188,-0.24996,-0.88326,0.02336
1.0302,0.35663,-0.26445,-0.20022
1.0572,0.05914,0.50829,-0.05117
1.073,-0.16322,0.55716,0.05879
1.0902,-0.10152,0.64513,0.12782
1.1095,-0.31777,-0.21742,0.10705
1.1327,0.29737,-0.67312,-0.10126
1.1515,0.03104,-0.20092,-0.0982
1.1725,0.07624,0.51929,-0.01574
1.2128,0.08601,0.89069,0.07345
1.2268,-0.24446,-0.08669,0.20112
1.233,0.27416,-1.01643,-0.10431
1.2572,-0.3251,-0.88631,0.082
1.2733,0.24911,-0.49353,-0.13302
1.2938,-0.16688,0.0196,-0.04872
1.3187,0.03714,0.45637,0.01908
1.35,-0.00012,0.31709,0.11316
1.368,-0.11985,-0.27789,0.07528
1.3748,0.24789,-0.27667,-0.14463
1.3924,-0.04777,0.09351,-0.00352
1.4122,-0.05754,0.29877,0.00687
1.4353,0.04753,0.5254,0.04046
1.4521,-0.15833,0.15827,0.08078
1.4824,0.06647,-0.7898,0.02275
1.4984,-0.28906,-0.71955,-0.08599
1.5156,0.17153,-0.42511,-0.11592
1.5352,-0.286,-0.02316,-0.06399
1.5563,0.18253,0.31465,0.06123
1.5742,0.01454,0.67872,0.0875
1.5942,-0.40879,-0.26323,0.1773
1.6227,0.3664,-0.89548,-0.11225
1.6362,-0.07587,-0.37319,-0.12019
1.6544,0.10434,0.85526,0.00809
1.6762,-0.11252,0.21385,0.04902
1.6979,-0.4772,-0.14594,0.10644
1.7162,0.40244,-0.44466,-0.07255
1.7381,-0.06548,-0.17221,0.03619
1.7833,0.25522,0.13444,-0.06338
1.7835,-0.05876,0.21019,0.06551
1.7982,-0.23347,0.10329,-0.01146
1.8187,-0.04349,0.14971,0.06978
1.8364,-0.12474,-0.14961,0.00992
1.8597,0.09579,-0.27545,-0.05056
1.8786,-0.04777,0.15216,-0.01329
1.9084,0.0628,0.1265,0.01236
1.9215,0.01027,0.03426,0.02641
1.9383,0.01821,-0.15083,-0.00535
1.9599,0.0683,-0.0195,-0.04139
1.9807,-0.00195,0.06725,0.02214
1.9998,-0.00378,-0.04637,0.02092
2.0186,-0.03921,-0.15022,0.06368
2.0497,-0.03677,0.0703,-0.05789
2.0604,-0.02272,0.03487,0.08322
2.0784,-0.09236,-0.06898,0.01236
2.1004,0.0176,-0.06653,-0.0023
2.1195,-0.04654,0.0929,-0.03467
2.1382,-0.04716,0.02449,0.01664
2.1603,0.04325,-0.07508,-0.02123
2.1858,0.03104,-0.15144,-0.02551
2.2037,0.01637,0.0141,-0.01635
2.2218,-0.02089,0.03365,-0.00108
2.2397,0.01393,-0.01644,-0.00108
2.2594,0.01699,0.00494,-0.02918
2.2805,-0.0948,-0.04882,-0.00352
