time,X_value,Y_value,Z_value
Started:,Oct 18 2018,17:37:42:448, 
0.0208,0.12014,0.31265,-0.10607
0.0373,0.12686,0.17215,-0.06269
0.0574,-0.05090,-0.33303,0.15599
0.0799,0.11526,0.20880,-0.05781
0.0985,0.06272,0.09579,-0.01810
0.1193,-0.05517,-0.29638,0.11995
0.1459,0.13236,0.32181,-0.11584
0.1581,0.06822,0.08174,-0.02421
0.1781,-0.01425,-0.18765,0.07780
0.2005,0.11526,0.28150,-0.10851
0.2182,0.01996,0.01149,0.01061
0.2401,0.00469,-0.14122,0.05520
0.2604,0.09266,0.21491,-0.09446
0.2815,0.06822,0.03104,-0.03032
0.3012,0.03768,-0.01722,-0.00650
0.3203,0.03035,-0.04287,0.01427
0.3369,0.14030,0.21247,-0.07613
0.3570,0.07555,-0.02271,0.01550
0.3820,-0.00020,-0.21208,0.08880
0.3971,0.15619,0.34991,-0.13417
0.4210,0.07066,0.00783,-0.00527
0.4400,-0.02952,-0.18276,0.04909
0.4574,0.13542,0.35114,-0.11889
0.4774,-0.04112,-0.10091,0.07231
0.5003,-0.01486,-0.16932,0.07414
0.5172,0.10243,0.35908,-0.13478
0.5404,-0.05395,-0.19192,0.06864
0.5797,0.01324,0.10557,-0.04437
0.5800,0.05845,0.18926,-0.08041
0.5985,-0.08938,-0.23774,0.12118
0.6233,0.02302,0.10007,-0.02299
0.6386,0.04928,0.11778,-0.02360
0.6595,-0.04112,-0.17604,0.09857
0.6806,0.05417,0.08480,-0.01077
0.7176,0.04684,0.01577,0.00206
0.7327,0.00958,-0.08075,0.05398
0.7403,0.05112,0.03532,-0.00039
0.7573,0.04012,-0.00989,0.00633
0.7777,0.05723,0.07136,-0.02116
0.7999,0.03646,-0.00866,-0.00344
0.8176,0.04684,0.06769,-0.02360
0.8505,0.04990,0.05792,-0.01321
0.8667,0.01447,-0.05814,0.02588
0.8775,0.03646,0.04692,-0.01383
0.8974,0.02302,0.04998,-0.01688
0.9198,-0.00447,-0.02882,0.01000
0.9405,0.01691,0.07991,-0.02299
0.9603,-0.00997,-0.00011,0.00511
1.0094,-0.01791,-0.08380,0.03077
1.0096,0.03401,0.08846,-0.03337
1.0268,0.00042,-0.03371,0.02405
1.0426,0.02913,0.01149,-0.01016
1.0598,0.05295,0.04631,-0.02482
1.0807,0.01752,-0.02821,0.00939
1.1004,0.04012,0.05364,-0.01749
1.1351,0.01202,0.02860,-0.01749
1.1511,-0.00020,0.02005,-0.01566
1.1626,0.00652,0.00844,-0.00222
1.1803,-0.01241,-0.01905,0.02038
1.1980,0.00652,0.06953,-0.00161
1.2217,-0.02707,-0.02088,0.02527
1.2390,-0.03624,-0.01233,0.02771
1.2715,-0.02891,-0.04898,0.02405
1.2989,-0.03318,-0.01905,0.02099
1.2991,-0.04173,0.03959,-0.00650
1.3216,-0.04723,-0.01355,0.00389
1.3409,-0.03135,0.03837,-0.00466
1.3584,-0.06006,-0.03249,0.03016
1.3788,-0.05212,-0.04287,0.04115
1.4189,-0.02891,0.03226,0.00206
1.4324,-0.07716,-0.15039,0.03321
1.4398,-0.09060,-0.16382,-0.01871
1.4611,-0.05701,0.47331,-0.28872
1.4782,0.16963,0.25645,-0.29849
1.4982,0.02913,0.52034,-0.14333
1.5208,-0.35083,-1.44664,0.61231
1.5482,0.07311,-0.00500,0.08269
1.5600,0.74445,1.72008,-0.64607
1.5806,-0.27203,-0.71605,0.01122
1.5979,-0.35877,-1.64212,0.66118
1.6181,0.34739,1.30775,-0.32659
1.6404,0.08594,0.43605,-0.53917
1.6581,-0.02219,-0.69650,0.30810
1.6858,0.09632,0.35114,0.01366
1.7065,-0.08388,-0.25118,0.19265
1.7182,-0.00386,-0.11801,0.08086
1.7382,0.09510,0.34442,-0.04315
1.7604,-0.15352,-0.67695,0.39545
1.7782,0.10487,0.21430,0.09613
1.7985,0.20078,0.61442,-0.16104
1.8359,-0.10954,-0.66840,0.34231
1.8525,0.01324,-0.06670,0.11690
1.8601,0.17146,0.31448,-0.07736
1.8808,-0.04601,-0.37518,0.19876
1.8983,0.05112,0.04692,0.01611
1.9194,0.05051,0.14466,-0.04926
1.9406,-0.03135,-0.21269,0.04970
1.9665,-0.08755,-0.14855,-0.03643
1.9780,0.00958,-0.04043,-0.16471
2.0002,0.37060,0.67489,-0.51779
2.0181,0.21177,0.25828,-0.39012
2.0392,-0.37832,-0.59326,0.20486
2.0609,-0.04479,0.50202,-0.33025
2.0783,0.22827,0.15260,-0.27344
2.1157,-0.18529,-0.10824,-0.10179
2.1306,-0.09549,-0.20475,-0.00039
2.1378,0.04318,0.47514,-0.28261
2.1594,-0.12176,-0.07097,-0.04987
2.1821,-0.04540,0.00783,-0.06697
2.1978,0.04195,0.38840,-0.18487
2.2179,-0.16269,-0.28905,0.16821
2.2495,-0.21766,-0.37030,0.23174
2.2611,0.05723,0.38962,-0.07064
2.2780,-0.03685,0.19598,0.00511
2.3002,-0.26653,-0.59937,0.32459
2.3181,0.02852,0.16238,0.02588
2.3381,0.03096,0.28822,-0.01749
2.3623,-0.17124,-0.38923,0.25679
2.3969,-0.02341,0.12450,0.03810
2.4148,-0.04357,0.08907,0.03993
2.4210,-0.16941,-0.41489,0.19937
2.4382,-0.01180,0.08541,-0.02360
2.4583,-0.00386,0.06586,-0.03460
2.4805,-0.07839,-0.16810,0.02160
2.4988,0.09205,0.06769,-0.12867
2.5288,-0.05456,-0.16932,-0.01566
2.5420,0.02180,-0.14916,-0.03765
2.5592,0.21605,0.50752,-0.29421
2.5791,0.00958,-0.25729,0.02649
2.6014,-0.02768,-0.16016,-0.01321
2.6209,0.16352,0.47514,-0.28322
2.6393,0.00652,-0.04776,-0.01444
2.6716,-0.09916,-0.37579,0.09613
2.6791,0.15130,0.41100,-0.22641
2.6992,0.03646,-0.02455,-0.02177
2.7202,-0.06678,-0.33303,0.11934
2.7376,0.09938,0.30654,-0.11401
2.7581,-0.01241,-0.08563,0.06559
2.7808,-0.03746,-0.15955,0.11262
2.8110,0.05234,0.22346,-0.01566
2.8238,-0.03868,-0.16260,0.14072
2.8396,-0.01974,0.02677,0.10102
2.8572,-0.00691,-0.04898,0.14561
2.8777,-0.02463,-0.11801,0.14317
2.9003,0.05295,0.13550,0.01977
2.9180,-0.01119,-0.19376,0.14500
2.9441,0.05295,-0.06853,0.05398
2.9597,0.10182,0.12939,-0.03826
2.9768,0.04012,-0.12351,0.05948
2.9968,0.08288,0.04631,-0.00711
3.0192,0.09205,0.03898,-0.02299
3.0375,0.02546,-0.13939,0.04604
3.0571,0.05967,0.03715,-0.04498
3.0955,0.05356,0.02738,-0.06941
3.1083,0.03035,-0.03066,-0.05170
3.1180,0.03646,0.03715,-0.09202
3.1402,0.02118,-0.06181,-0.04681
3.1578,0.03401,0.00172,-0.06758
3.1779,0.03646,0.02860,-0.07491
3.1996,0.01935,-0.01783,-0.05659
3.2282,0.01752,0.00294,-0.05231
3.2374,0.02057,-0.01599,-0.02299
3.2595,0.01508,-0.02394,-0.00466
3.2782,-0.00875,-0.07036,0.00817
3.3001,0.01569,-0.01599,-0.00405
3.3207,0.02118,0.02738,-0.00955
3.3391,-0.00630,-0.07219,0.02710
3.3770,0.01874,0.00539,0.00267
3.3929,0.01874,-0.00989,0.01427
3.3988,0.01630,-0.05570,0.04909
3.4190,0.03646,0.01699,0.02893
3.4413,0.01508,-0.02149,0.04176
3.4589,0.01874,-0.04837,0.04298
3.4804,0.00042,0.01944,0.02771
3.5113,-0.02952,-0.14244,0.07903
3.5322,-0.02402,-0.01355,0.01366
3.5398,-0.00020,0.07686,-0.01199
3.5613,-0.08327,-0.11801,0.06009
3.5786,-0.04968,0.01760,0.00694
3.5986,-0.02891,0.13245,-0.03460
3.6209,-0.10465,-0.14977,0.07780
3.6473,-0.04845,0.05181,-0.00588
3.6590,-0.04845,0.06036,-0.01505
3.6817,-0.07289,-0.06059,0.02099
3.6995,-0.01425,0.10312,-0.04254
3.7195,-0.05762,-0.05387,0.00878
3.7419,-0.02952,0.01088,-0.01444
3.7596,-0.02158,0.03959,-0.02299
3.7878,-0.04296,-0.07097,0.01794
3.8063,0.00042,0.04998,-0.01383
3.8198,-0.00691,0.02005,-0.00772
3.8397,-0.02219,-0.04776,0.01672
3.8620,0.01569,0.07441,-0.02910
3.8809,0.01080,0.02860,-0.01077
3.9015,0.00103,-0.03066,0.01305
3.9422,0.02790,0.04570,-0.01993
3.9425,0.03157,0.04326,-0.01871
3.9625,0.00042,-0.05814,0.01855
3.9922,0.03768,0.07258,-0.03948
4.0002,0.01508,-0.00256,-0.02238
4.0200,0.02546,0.01699,-0.03032
4.0426,0.06028,0.12145,-0.06025
4.0769,-0.00569,-0.07647,0.02283
4.0810,0.02118,0.04754,-0.01260
4.1018,0.03646,0.08297,-0.01321
4.1202,-0.02158,-0.12106,0.06925
4.1398,0.03462,0.04631,0.00450
4.1634,0.03279,0.05487,0.00389
4.1824,-0.02280,-0.11923,0.06864
4.2186,0.02852,0.08907,-0.01627
4.2450,0.00591,0.00783,0.01183
4.2451,-0.02035,-0.05876,0.03382
4.2631,0.00775,0.07380,-0.01810
4.2840,-0.02341,-0.02638,0.03016
4.3011,-0.01791,0.02127,0.00817
4.3215,-0.02341,0.03715,-0.00283
4.3544,-0.03685,0.00233,0.01672
4.3600,-0.01852,0.04265,-0.00405
4.3832,-0.01486,0.01210,0.01794
4.4027,-0.01730,0.00355,0.01427
4.4205,-0.01974,-0.01905,0.02222
4.4402,0.01080,0.05242,-0.00466
4.4628,-0.01058,-0.03676,0.03627
4.4871,0.00897,-0.01722,0.03260
4.5021,0.03279,0.06525,-0.00405
4.5234,-0.00203,-0.04959,0.03871
4.5414,0.01813,0.02738,0.00206
4.5616,0.03279,0.06830,-0.01871
4.5860,-0.00630,-0.03615,0.02955
4.6034,0.02790,0.08724,-0.01505
4.6409,0.00225,0.02799,0.01550
4.6530,-0.00936,-0.01722,0.04176
4.6614,0.01385,0.09457,0.00694
4.6824,-0.02891,-0.09663,0.07414
4.7035,0.02729,0.10129,-0.00650
4.7212,0.00225,0.01088,0.01977
4.7411,-0.01608,-0.05814,0.03199
4.7706,0.04745,0.13855,-0.04559
4.7872,0.01324,-0.02455,0.01733
4.8013,0.01324,0.00966,0.00694
4.8237,0.02668,0.06769,-0.01016
4.8412,-0.00691,-0.03921,0.03199
4.8623,0.02241,0.05670,-0.00527
4.8841,-0.00386,0.00050,0.01794
4.9169,-0.00203,0.02677,0.00084
4.9308,-0.00386,0.06036,-0.01871
4.9437,-0.05395,-0.05387,0.02527
4.9611,-0.03135,0.06097,-0.02055
4.9823,-0.05701,0.00844,-0.01260
5.0050,-0.06311,0.01088,-0.01810
5.0228,-0.01486,0.15627,-0.04865
5.0509,-0.05517,-0.04471,0.02832
5.0650,-0.02219,0.02066,0.00694
5.0823,-0.03807,0.01516,0.01244
5.1042,-0.04540,-0.01172,0.01427
5.1248,-0.00081,0.05609,-0.01871
5.1418,0.01019,0.05914,-0.01383
5.1626,0.01202,0.01699,-0.00222
5.2009,0.03646,0.04204,-0.00527
5.2172,0.04562,0.04998,0.01305
5.2234,0.02607,-0.02699,0.05826
5.2451,0.05112,-0.00256,0.05826
5.2621,0.07738,0.07014,0.03443
5.2822,0.04134,-0.04226,0.05948
5.3048,0.05112,0.03349,0.01916
5.3374,0.04440,0.03593,0.01733
5.3532,0.02241,-0.02882,0.05459
5.3664,0.05051,0.07319,0.02588
5.3821,0.00591,-0.04532,0.06559
5.4023,0.01935,0.04876,0.03810
5.4248,0.01630,0.04692,0.03932
5.4426,0.00042,0.01027,0.06375
5.4891,0.01141,0.06708,0.01183
5.4893,-0.01791,-0.07647,0.05459
5.5022,0.01447,0.07991,-0.00527
5.5237,0.01324,-0.00989,0.00633
5.5443,0.01141,0.01394,0.01672
5.5621,0.04318,0.12206,-0.01627
5.5820,0.00836,-0.04959,0.05459
5.6150,0.04379,0.00477,0.04726
5.6342,0.04684,-0.00194,0.05093
5.6424,0.03768,-0.02821,0.05642
