time,X_value,Y_value,Z_value
Started:,Oct 08 2018,16:38:01:884, 
0.0172,-0.69913,10.10623,1.92021
0.0371,-1.79571,10.36482,2.55469
0.0599,-1.59938,10.17567,2.31287
0.0779,-0.43576,9.46936,1.79331
0.0989,-0.80687,9.84047,1.23784
0.1231,-0.61293,9.37359,1.98485
0.1391,-0.96489,10.22355,2.46371
0.1591,-0.91701,9.97455,0.74223
0.1810,-0.60096,9.46457,1.70951
0.1997,-1.21150,10.07990,2.48765
0.2197,-0.59378,9.22993,0.83081
0.2422,-0.69673,9.64414,1.40065
0.2603,-0.15563,10.02962,0.26098
0.2804,0.68476,9.28500,0.14605
0.3012,0.77335,9.64174,0.12450
0.3189,0.31844,9.33528,0.00479
0.3392,0.64167,9.16289,0.39745
0.3622,1.09658,9.45260,-0.63448
0.3811,0.08380,9.33049,0.65603
0.3995,-0.95771,9.50527,0.90264
0.4217,-0.49801,9.24669,1.25221
0.4391,0.40224,9.24190,0.92180
0.4592,-0.41421,10.19243,0.93856
0.4817,-0.31844,10.00807,-0.00239
0.4996,0.76856,9.79498,1.83880
0.5210,0.17718,10.43425,1.27615
0.5615,0.34238,9.87878,1.02954
0.5744,-0.41900,10.48932,1.04151
0.5798,-1.47966,9.83329,1.55388
0.6024,-1.51079,10.30496,2.29611
0.6195,-1.40544,9.40950,0.66561
0.6400,0.21070,9.22754,0.80208
0.6624,0.49083,9.84047,-0.22746
0.6810,0.08380,8.66249,-0.10295
0.7100,-0.00479,8.99050,1.69036
0.7237,-0.08619,10.22595,0.68716
0.7400,-1.14446,9.42865,1.12291
0.7605,-0.86912,8.95459,1.64966
0.7848,-0.48604,9.39992,1.13010
0.8001,-0.84039,9.17007,1.76937
0.8213,-1.41023,9.93145,1.63050
0.8459,-1.21869,10.15651,2.20273
0.8609,-1.28094,9.75906,2.19555
0.8817,-1.17080,9.67287,1.55867
0.9038,-0.56744,9.55795,2.37273
0.9232,-0.69913,9.28260,1.41023
0.9430,-0.60336,10.01525,2.17879
0.9832,-1.10376,10.07032,1.57783
0.9974,-1.08221,9.75667,1.82204
1.0042,-0.99123,9.80934,1.68078
1.0257,-0.77575,9.51245,2.28174
1.0433,-0.19633,9.94103,1.24023
1.0635,-0.18915,9.40232,1.35037
1.0863,-0.39506,9.39274,1.71430
1.1051,-0.76138,9.92427,1.87711
1.1329,-0.50040,9.50048,1.09179
1.1473,-0.40942,10.17567,2.01598
1.1657,-1.10615,9.94821,0.72068
1.1850,-0.48604,10.40791,1.42220
1.2067,-0.90025,10.69283,1.39347
1.2245,-0.19633,9.26584,1.17798
1.2446,0.15084,9.44541,0.91222
1.2739,0.31604,9.50527,1.07503
1.2850,-0.45491,9.60344,0.80448
1.3044,-0.37351,8.79657,1.83401
1.3294,-0.32562,9.84765,0.95532
1.3466,-0.32083,8.93064,1.43178
1.3658,-0.19633,9.66569,1.94655
1.3890,-0.00958,9.66329,0.79490
1.4074,0.34956,10.25707,1.41980
1.4265,-1.48445,9.66090,2.87552
1.4474,-1.92500,10.02483,2.20513
1.4655,-1.71909,11.15493,1.66881
1.4868,-0.87870,10.02483,1.84838
1.5091,-0.54829,9.58428,1.03912
1.5449,-0.17718,9.52443,0.61772
1.5583,-0.56744,9.29936,0.91461
1.5675,-0.14366,9.11979,0.07183
1.5871,0.25619,9.07670,0.53392
1.6067,-0.48604,9.07909,0.98165
1.6315,-0.50280,9.46457,1.51797
1.6481,0.22746,9.16050,0.49801
1.6693,-0.53871,9.79977,1.00799
1.7034,-1.03672,10.08947,1.16841
1.7072,-0.10056,9.54119,1.66163
1.7274,0.11493,9.26105,0.86912
1.7504,-0.43336,10.28102,0.83800
1.7704,0.47885,10.22834,0.54111
1.7895,-0.18436,9.43823,1.12531
1.8124,-0.03831,8.98811,1.20193
1.8298,-0.93616,10.07511,1.77176
1.8504,-1.19474,9.25387,2.75342
1.8711,-1.57783,9.97934,2.06626
1.8892,-1.05588,10.47016,2.15724
1.9095,-1.17798,8.98571,1.90345
1.9315,-1.04869,9.45499,2.29611
1.9494,-1.30967,9.50767,2.15006
1.9781,-1.15404,9.54597,2.11893
1.9916,-1.44614,9.60104,1.90824
2.0092,-1.66881,9.00247,1.27375
2.0290,-1.14686,9.61780,1.68318
2.0531,-0.61533,9.93385,0.86912
2.0705,-0.41421,9.34964,1.08700
2.1072,-0.73265,9.52921,1.16362
2.1177,-0.22267,9.53879,1.62092
2.1299,-1.49882,9.93624,2.11175
2.1504,-2.09499,10.21877,2.14766
2.1745,-2.00640,10.03680,2.16442
2.1922,-2.19794,9.97455,1.99443
2.2121,-1.56346,9.19162,1.08700
2.2353,-1.71430,9.38316,0.44773
2.2607,-0.52674,9.10782,1.22826
2.2763,-0.57702,9.21796,0.75659
2.2963,-1.03433,9.30655,0.23464
2.3129,-1.72388,9.98413,2.35357
2.3333,-1.92021,9.95300,1.63529
2.3569,-1.95612,9.95061,1.57543
2.3752,-2.17640,10.70720,1.98246
2.4074,-1.41262,9.49809,2.28893
2.4174,-1.67360,9.68963,2.42301
2.4350,-1.74782,10.04877,2.71511
2.4539,-1.02236,9.73752,1.17798
2.4775,-1.08221,10.20679,2.48286
2.4966,-0.43336,10.41031,1.01757
2.5348,-1.02954,9.95539,1.35516
2.5395,-1.27854,10.04398,1.04869
2.5625,-1.30967,10.66410,1.60895
2.5788,-1.14686,9.48133,0.95532
2.6013,-0.96489,8.59305,2.09020
2.6180,-0.72307,8.94980,1.27615
2.6385,-0.83081,7.71914,2.23625
2.6765,-1.68318,10.23074,1.97288
2.6889,-1.95373,9.73033,2.10936
2.6979,-1.38389,9.69681,1.03912
2.7191,-1.25939,9.18683,1.43417
2.7386,-0.32083,9.11022,0.75659
2.7577,-0.48125,9.73991,1.48206
2.7793,-1.01278,9.74709,1.27615
2.8074,-1.56825,9.58907,1.84359
2.8211,-1.91542,10.09187,1.58740
2.8387,-2.41822,10.34327,2.02556
2.8564,-2.39188,10.32411,1.94655
2.8766,-1.37910,10.07750,1.26897
2.9010,-1.41980,9.76864,1.63290
2.9186,-2.16682,10.39834,0.74462
2.9550,-0.99841,10.23313,0.71828
2.9737,-0.97686,9.27781,1.88669
2.9781,-1.64726,9.21796,1.17559
2.9972,-1.92739,9.78540,2.05908
3.0189,-2.71750,10.36721,2.14527
3.0378,-1.54191,9.52682,1.28094
3.0583,-0.67040,9.06951,0.96968
3.0803,-0.75659,8.56432,0.78293
3.0990,-0.73504,9.36401,0.75180
3.1172,-1.32164,9.92666,1.53952
3.1395,-1.44614,10.00328,1.37192
3.1580,-2.20513,9.29697,2.08541
3.1780,-1.57064,9.71836,1.80049
3.2017,-1.95852,9.40232,1.94894
3.2195,-1.33601,10.11102,1.09418
3.2382,-0.20112,9.53879,1.57543
3.2613,-0.75659,9.89793,0.24422
3.2800,-1.75021,10.02962,1.57543
3.2985,-1.88429,8.94262,2.11654
3.3209,-2.10696,9.43344,1.53712
3.3401,-2.07105,9.42387,1.46051
3.3718,-1.74782,9.12458,2.35118
3.3880,-1.71670,9.67526,0.50040
3.3986,-2.08062,9.27063,1.35516
3.4195,-1.96809,9.16050,1.42220
3.4417,-1.36713,9.04078,1.47248
3.4597,-1.32164,9.79737,1.68557
3.4805,-2.04950,10.18046,1.75740
3.5060,-1.95852,10.24031,1.81247
3.5235,-1.73345,10.83170,1.97049
3.5395,-1.65205,8.98811,2.29372
3.5632,-1.69036,9.74709,2.66962
3.5796,-2.09738,9.97215,2.09499
3.6004,-1.88429,8.99529,1.76219
3.6230,-1.49882,9.38077,1.32882
3.6498,-0.96250,9.47415,1.18995
3.6704,-1.55867,9.68963,1.24742
3.6831,-1.65444,9.45499,1.85077
3.7006,-1.77176,9.92906,1.82683
3.7206,-1.78613,9.34007,2.25780
3.7446,-1.31206,9.86202,1.66642
3.7622,-1.98725,10.17327,2.04711
3.7810,-2.66962,10.14694,2.34878
3.8045,-2.09738,10.50368,2.20752
3.8222,-1.78613,8.98811,1.98725
3.8428,-1.18517,9.37359,1.39347
3.8633,-0.82842,9.46457,1.29770
3.8811,-1.40783,8.85882,0.18675
3.9010,-0.35435,9.79258,0.21070
3.9335,-0.67997,9.91230,0.47167
3.9548,-0.97208,9.66329,0.35675
3.9614,-0.78532,10.25468,0.94574
3.9834,-1.06785,10.27862,0.70871
4.0029,-1.29051,9.38795,1.39347
4.0226,-1.13728,9.65372,1.48684
4.0474,-1.35516,9.50527,1.58501
4.0803,-1.88190,9.46457,2.07344
4.0939,-1.84599,9.65850,1.51318
4.1041,-1.54670,9.19402,1.48684
4.1214,-1.66402,9.37598,1.45811
4.1415,-2.23386,9.79258,2.45413
4.1676,-2.44216,10.88916,1.77895
4.1828,-2.61934,10.58509,1.97528
4.2230,-2.13330,9.60583,2.92102
4.2420,-1.83162,9.64893,1.81965
4.2422,-1.98485,9.12219,2.87552
4.2623,-1.66642,9.89793,1.75261
4.2832,-1.43656,10.26426,1.88190
4.3015,-2.47329,9.72554,1.03193
4.3232,-1.61374,10.08229,2.60976
4.3462,-1.08221,9.70878,0.44773
4.3645,-2.45653,10.35763,2.63370
4.3840,-1.93936,10.05117,2.17879
4.4049,-1.35516,9.10303,2.94017
4.4233,-2.10936,9.87160,2.30569
4.4424,-1.59459,9.87399,1.41262
4.4650,-1.04630,10.18524,1.27136
4.4823,-1.72867,10.46537,2.33202
4.5115,-1.39347,10.20919,1.93457
4.5264,-0.99602,9.54837,1.31925
4.5491,-1.77655,9.07430,1.21629
4.5631,-2.13090,9.99849,1.15883
4.5848,-1.87232,9.97694,1.30727
4.6025,-1.50839,9.85962,2.12851
4.6221,-2.26977,9.17726,1.16841
4.6497,-1.64966,9.20599,0.66321
4.6627,-1.94176,9.24190,2.41582
4.6826,-2.43737,9.78301,1.74782
4.7067,-1.15165,9.68245,1.90105
4.7244,-1.90105,9.98652,2.75342
4.7424,-2.02556,9.64174,2.15245
4.7682,-0.63448,9.87878,1.83401
4.7863,-2.61215,9.95300,2.81806
4.8028,-2.37033,10.47256,3.27058
4.8242,-1.46051,10.09426,2.74623
4.8418,-2.17400,10.15651,2.64328
4.8645,-1.79810,10.21637,2.78454
4.8858,-1.97767,9.84526,2.38949
4.9038,-1.89627,9.97934,2.21231
4.9341,-1.41741,10.01765,1.52036
4.9462,-1.06785,9.53879,1.56586
4.9629,-0.33041,9.25627,0.70152
4.9829,-0.36393,9.08148,1.21150
5.0057,-0.95053,9.28260,-0.09577
5.0245,-0.60815,8.79657,0.82124
5.0467,-0.23703,9.14134,1.33601
5.0772,-0.33520,9.39513,0.65603
5.0877,-0.17957,9.70878,1.56825
5.1050,-0.87630,9.67048,2.24344
5.1285,-0.77814,9.91709,2.36315
5.1459,-1.54910,9.56752,3.42142
5.1702,-2.37273,9.97934,3.39269
5.2101,-2.29372,10.54918,3.11256
5.2102,-1.97049,10.19243,2.24583
5.2307,-1.38868,9.98173,2.46610
5.2506,-1.47727,10.12060,1.84838
5.2703,-1.60895,9.74470,1.21869
5.2903,-0.79250,9.37837,0.07901
5.3126,-0.83560,9.42147,1.18517
5.3435,-0.93137,9.87160,0.02394
5.3700,-0.00958,8.85163,1.42459
5.3721,-0.50998,9.21796,0.72547
5.3883,-1.10376,10.37918,0.64167
5.4080,-0.83321,10.00089,0.98165
5.4305,-0.86194,9.74709,1.79331
5.4480,-0.68237,10.06553,0.33999
5.4690,-0.25140,9.82610,1.26657
5.4989,-0.32802,10.01525,1.10137
5.5095,-0.66800,9.06951,2.00161
5.5300,-1.25699,10.15891,1.53712
5.5523,-1.42938,9.59865,2.57624
5.5718,-1.41262,10.49411,1.32643
5.5918,-1.21869,9.45978,1.81486
5.6400,-1.25939,9.65611,1.49642
5.6401,-0.92898,9.54119,1.75979
5.6542,-0.26098,9.20120,2.66483
5.6712,-0.67758,9.75188,2.93538
5.6885,-1.04151,9.70400,2.24822
5.7080,0.88349,8.80854,1.19235
5.7331,0.85715,9.17965,1.39826
5.7493,0.01915,10.45340,1.77416
5.7713,-1.07024,10.45819,1.99204
5.7922,-0.57463,9.69202,0.63927
